CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Ct,Avg_Utilization_Ratio,Quarter,Year
715746633,Existing Customer,64,F,0,Graduate,Single,$40K - $60K,Silver,54,3,1,2,5577,689,4888,70,0.124,none,2018
715937133,Existing Customer,64,F,1,College,Married,$40K - $60K,Silver,52,6,2,2,4999,2299,2700,48,0.46,none,2018
715937133,Attrited Customer,64,F,1,College,Married,$40K - $60K,Silver,64,6,6,2,4999,1493,2700,63,0.3,Q3,2019
716160708,Attrited Customer,64,M,1,Graduate,Single,Less than $40K,Blue,48,4,6,1,1861,1237,184,105,0.66,Q3,2019
716160708,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,1861,1677,184,94,0.901,none,2018
716853258,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,57,5,4,2,4417,521,4417,61,0.12,none,2019
716853258,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,45,5,3,2,4417,0,4417,72,0,none,2018
717296808,Existing Customer,64,F,1,Graduate,Married,Less than $40K,Blue,68,4,0,2,3006,1234,489,20,0.41,none,2019
717296808,Existing Customer,64,F,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,3006,2517,489,32,0.837,none,2018
717332733,Existing Customer,64,M,1,Graduate,Married,$80K - $120K,Platinum,49,5,0,4,34516,1366,34516,19,0.04,none,2019
717332733,Existing Customer,64,M,1,Graduate,Married,$80K - $120K,Platinum,37,5,2,4,34516,0,34516,80,0,none,2018
717916758,Existing Customer,64,F,0,College,Married,$40K - $60K,Silver,56,4,3,3,10509,2388,8121,34,0.227,none,2018
717916758,Existing Customer,64,F,0,College,Married,$40K - $60K,Silver,68,4,3,3,10509,420,8121,101,0.04,none,2019
719161683,Existing Customer,64,F,0,Graduate,Married,$40K - $60K,Blue,55,4,1,4,2508,1580,928,44,0.63,none,2018
719161683,Existing Customer,64,F,0,Graduate,Married,$40K - $60K,Blue,67,4,6,4,2508,431,928,52,0.17,none,2019
719655258,Attrited Customer,64,M,0,Graduate,Single,$40K - $60K,Blue,48,3,3,4,3196,1040,3196,30,0.33,Q1,2019
719655258,Existing Customer,64,M,0,Graduate,Single,$40K - $60K,Blue,36,3,2,4,3196,0,3196,72,0,none,2018
719712633,Existing Customer,64,M,1,Graduate,Married,Less than $40K,Blue,64,6,1,3,1709,626,814,60,0.37,none,2019
719712633,Existing Customer,64,M,1,Graduate,Married,Less than $40K,Blue,52,6,4,3,1709,895,814,32,0.524,none,2018
719810583,Existing Customer,64,M,0,High School,Married,$40K - $60K,Blue,66,4,1,2,2140,1485,779,74,0.69,none,2019
719810583,Existing Customer,64,M,0,High School,Married,$40K - $60K,Blue,54,4,3,2,2140,1361,779,34,0.636,none,2018
719973033,Attrited Customer,64,F,1,College,Married,$40K - $60K,Blue,49,5,3,2,3208,1060,3208,71,0.33,Q2,2019
720439533,Existing Customer,64,F,0,College,Single,$40K - $60K,Silver,48,3,1,3,7112,950,5754,64,0.13,none,2019
720439533,Existing Customer,64,F,0,College,Single,$40K - $60K,Silver,36,3,1,3,7112,1358,5754,73,0.191,none,2018
720717108,Existing Customer,64,M,1,Graduate,Single,$40K - $60K,Blue,63,6,3,1,2571,371,1361,54,0.14,none,2019
720717108,Existing Customer,64,M,1,Graduate,Single,$40K - $60K,Blue,51,6,3,1,2571,1210,1361,59,0.471,none,2018
721084833,Existing Customer,64,M,1,Graduate,Single,$60K - $80K,Gold,46,5,4,2,17657,1076,15639,66,0.06,none,2019
721084833,Existing Customer,64,M,1,Graduate,Single,$60K - $80K,Gold,34,5,0,2,17657,2018,15639,39,0.114,none,2018
737925558,Existing Customer,64,M,0,Graduate,Married,$40K - $60K,Blue,56,3,2,2,4234,1893,2341,42,0.447,none,2018
737925558,Existing Customer,64,M,0,Graduate,Married,$40K - $60K,Blue,68,3,5,2,4234,755,2341,97,0.18,none,2019
737952333,Existing Customer,64,M,1,Graduate,Single,$40K - $60K,Blue,68,3,4,5,2586,437,2586,45,0.17,none,2019
737952333,Existing Customer,64,M,1,Graduate,Single,$40K - $60K,Blue,56,3,1,5,2586,0,2586,65,0,none,2018
771486933,Existing Customer,64,M,1,Graduate,Single,$40K - $60K,Blue,52,5,3,2,2563,2242,321,84,0.875,none,2018
771486933,Attrited Customer,64,M,1,Graduate,Single,$40K - $60K,Blue,64,5,0,2,2563,703,321,70,0.27,Q1,2019
772202058,Attrited Customer,64,M,0,Graduate,Married,$40K - $60K,Blue,65,3,1,4,2084,259,437,44,0.12,Q2,2019
772202058,Existing Customer,64,M,0,Graduate,Married,$40K - $60K,Blue,53,3,3,4,2084,1647,437,37,0.79,none,2018
778286433,Existing Customer,64,M,0,Graduate,Married,$40K - $60K,Silver,56,4,2,1,5876,1297,4579,55,0.221,none,2018
778286433,Existing Customer,64,M,0,Graduate,Married,$40K - $60K,Silver,68,4,4,1,5876,801,4579,34,0.14,none,2019
779241783,Existing Customer,64,M,1,High School,Married,Less than $40K,Blue,61,4,2,2,3106,1478,1431,64,0.48,none,2019
779241783,Existing Customer,64,M,1,High School,Married,Less than $40K,Blue,49,4,3,2,3106,1675,1431,38,0.539,none,2018
789563658,Existing Customer,64,M,0,College,Single,$40K - $60K,Silver,56,5,4,4,12155,0,12155,60,0,none,2018
789563658,Attrited Customer,64,M,0,College,Single,$40K - $60K,Silver,68,5,3,4,12155,306,12155,88,0.03,Q2,2019
790000608,Existing Customer,64,F,1,Graduate,Single,$40K - $60K,Silver,68,4,0,1,6723,1363,5755,88,0.2,none,2019
790000608,Existing Customer,64,F,1,Graduate,Single,$40K - $60K,Silver,56,4,1,1,6723,968,5755,67,0.144,none,2018
798110358,Existing Customer,64,F,1,High School,Married,Less than $40K,Blue,68,4,6,4,1600,235,1438.3,32,0.15,none,2019
798110358,Existing Customer,64,F,1,High School,Married,Less than $40K,Blue,56,4,2,4,1438.3,0,1438.3,35,0,none,2018
804847308,Attrited Customer,64,F,0,Graduate,Single,Less than $40K,Blue,68,6,2,1,2000,814,1564,54,0.41,Q1,2019
804847308,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,56,6,2,1,1564,0,1564,69,0,none,2018
810449883,Existing Customer,64,M,0,High School,Married,$40K - $60K,Blue,56,6,1,0,2215,1915,300,27,0.865,none,2018
810449883,Existing Customer,64,M,0,High School,Married,$40K - $60K,Blue,68,6,3,0,2215,588,300,52,0.27,none,2019
813380058,Existing Customer,64,F,0,College,Single,Less than $40K,Blue,68,3,2,4,4100,1131,3237,79,0.28,none,2019
813380058,Existing Customer,64,F,0,College,Single,Less than $40K,Blue,56,3,2,4,4100,863,3237,51,0.21,none,2018
816528333,Existing Customer,64,F,0,High School,Single,$40K - $60K,Blue,56,6,6,1,2609,1115,1494,59,0.427,none,2018
816528333,Attrited Customer,64,F,0,High School,Single,$40K - $60K,Blue,68,6,1,1,2609,1304,1494,66,0.5,Q2,2019
818259558,Attrited Customer,64,F,0,Graduate,Single,Less than $40K,Blue,68,4,3,3,2294,1234,712,38,0.54,Q2,2019
818259558,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,56,4,2,3,2294,1582,712,79,0.69,none,2018
820633833,Existing Customer,64,F,1,Graduate,Single,$40K - $60K,Silver,56,5,2,4,5152,948,4204,72,0.184,none,2018
820633833,Existing Customer,64,F,1,Graduate,Single,$40K - $60K,Silver,68,5,0,4,5152,1404,4204,53,0.27,none,2019
708300483,Attrited Customer,64,F,0,College,Married,$40K - $60K,Silver,56,5,4,3,7882,605,7277,16,0.077,Q4,2018
708563433,Attrited Customer,64,F,0,Graduate,Single,$40K - $60K,Silver,56,3,6,3,5894,477,5417,32,0.081,Q4,2018
708788583,Attrited Customer,64,F,1,College,Married,$40K - $60K,Silver,56,3,1,2,6167,0,6167,43,0,Q3,2018
708868233,Attrited Customer,64,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,21,0.626,Q3,2018
712953483,Attrited Customer,64,F,0,Graduate,Single,Less than $40K,Blue,36,1,3,4,1682,0,1682,39,0,Q2,2018
716306583,Attrited Customer,64,M,0,Graduate,Single,$40K - $60K,Blue,36,3,3,5,3812,2517,1295,45,0.66,Q2,2018
718515483,Attrited Customer,64,M,0,Graduate,Single,$40K - $60K,Blue,52,2,3,5,3570,2517,1053,47,0.705,Q2,2018
771809733,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3,3353,0,3353,18,0,Q4,2018
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Silver,49,5,2,3,14035,2061,11974,30,0.147,none,2018
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Silver,61,5,4,3,14035,789,11974,43,0.06,none,2019
708938508,Existing Customer,63,M,1,High School,Married,$40K - $60K,Silver,36,5,3,2,4559,1571,2988,35,0.345,none,2018
708938508,Existing Customer,63,M,1,High School,Married,$40K - $60K,Silver,48,5,4,2,4559,357,2988,86,0.08,none,2019
709250508,Existing Customer,63,M,1,College,Single,$40K - $60K,Silver,68,3,4,2,6973,461,4456,86,0.07,none,2019
709250508,Existing Customer,63,M,1,College,Single,$40K - $60K,Silver,56,3,1,2,6973,2517,4456,88,0.361,none,2018
709350783,Existing Customer,63,F,0,College,Single,Less than $40K,Silver,48,6,5,1,4847,998,2991,55,0.21,none,2019
709350783,Existing Customer,63,F,0,College,Single,Less than $40K,Silver,36,6,1,1,4847,1856,2991,76,0.383,none,2018
709451508,Existing Customer,63,F,1,College,Married,$60K - $80K,Silver,50,6,1,3,12766,0,12766,28,0,none,2018
709451508,Existing Customer,63,F,1,College,Married,$60K - $80K,Silver,62,6,3,3,12766,1447,12766,25,0.11,none,2019
709494483,Existing Customer,63,F,0,High School,Married,Less than $40K,Blue,54,4,2,1,2420,1912,508,36,0.79,none,2018
709494483,Existing Customer,63,F,0,High School,Married,Less than $40K,Blue,66,4,6,1,2420,385,508,87,0.16,none,2019
710213508,Existing Customer,63,M,1,College,Divorced,$60K - $80K,Gold,54,2,3,3,23355,1061,22294,95,0.045,none,2018
710213508,Attrited Customer,63,M,1,College,Divorced,$60K - $80K,Gold,66,2,4,3,23355,1197,22294,26,0.05,Q3,2019
710424408,Existing Customer,63,M,2,Graduate,Married,$40K - $60K,Blue,36,5,2,4,2743,1815,928,25,0.662,none,2018
710424408,Existing Customer,63,M,2,Graduate,Married,$40K - $60K,Blue,48,5,0,4,2743,341,928,112,0.12,none,2019
710915358,Existing Customer,63,F,0,College,Single,$60K - $80K,Silver,55,5,1,2,14963,1616,13347,58,0.108,none,2018
710915358,Attrited Customer,63,F,0,College,Single,$60K - $80K,Silver,67,5,1,2,14963,1095,13347,58,0.07,Q1,2019
711112683,Existing Customer,63,F,1,College,Married,Less than $40K,Blue,48,6,2,3,3967,791,2399,32,0.2,none,2019
711112683,Existing Customer,63,F,1,College,Married,Less than $40K,Blue,36,6,2,3,3967,1568,2399,29,0.395,none,2018
711750183,Existing Customer,63,F,2,Graduate,Divorced,$60K - $80K,Gold,55,4,1,3,15987,1345,14642,56,0.084,none,2018
711750183,Existing Customer,63,F,2,Graduate,Divorced,$60K - $80K,Gold,67,4,1,3,15987,1304,14642,75,0.08,none,2019
711775383,Attrited Customer,63,M,1,Graduate,Single,Less than $40K,Blue,48,6,3,4,2466,477,2466,70,0.19,Q1,2019
711775383,Existing Customer,63,M,1,Graduate,Single,Less than $40K,Blue,36,6,1,4,2466,0,2466,66,0,none,2018
711802758,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Silver,53,4,1,2,6128,1895,4233,42,0.309,none,2018
711802758,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Silver,65,4,3,2,6128,510,4233,91,0.08,none,2019
712071708,Existing Customer,63,F,0,Graduate,Married,$40K - $60K,Blue,36,6,3,4,2107,1351,756,35,0.641,none,2018
712071708,Existing Customer,63,F,0,Graduate,Married,$40K - $60K,Blue,48,6,0,4,2107,781,756,64,0.37,none,2019
712084383,Existing Customer,63,M,1,Graduate,Single,$40K - $60K,Silver,56,4,2,2,7936,2081,5855,81,0.262,none,2018
712084383,Existing Customer,63,M,1,Graduate,Single,$40K - $60K,Silver,68,4,3,2,7936,859,5855,38,0.11,none,2019
712129158,Existing Customer,63,M,0,College,Single,$60K - $80K,Silver,36,2,3,1,7997,1096,6901,104,0.137,none,2018
712129158,Existing Customer,63,M,0,College,Single,$60K - $80K,Silver,48,2,3,1,7997,772,6901,92,0.1,none,2019
712965183,Existing Customer,63,F,2,Graduate,Married,$40K - $60K,Blue,52,5,2,3,2689,2101,588,35,0.781,none,2018
712965183,Attrited Customer,63,F,2,Graduate,Married,$40K - $60K,Blue,64,5,6,3,2689,1249,588,67,0.46,Q4,2019
713037333,Existing Customer,63,M,1,Graduate,Single,$80K - $120K,Gold,55,6,1,2,21430,0,21430,57,0,none,2018
713037333,Existing Customer,63,M,1,Graduate,Single,$80K - $120K,Gold,67,6,1,2,21430,297,21430,91,0.01,none,2019
713366583,Existing Customer,63,F,1,High School,Married,Less than $40K,Blue,68,6,2,3,3055,1404,1370,51,0.46,none,2019
713366583,Existing Customer,63,F,1,High School,Married,Less than $40K,Blue,56,6,1,3,3055,1685,1370,40,0.552,none,2018
714013083,Attrited Customer,63,F,2,Graduate,Married,Less than $40K,Blue,65,4,6,4,3067,395,1193,111,0.13,Q3,2019
714013083,Existing Customer,63,F,2,Graduate,Married,Less than $40K,Blue,53,4,2,4,3067,1874,1193,32,0.611,none,2018
714418158,Existing Customer,63,F,0,College,Single,$40K - $60K,Silver,68,2,6,2,7264,1492,6413,33,0.21,none,2019
714418158,Existing Customer,63,F,0,College,Single,$40K - $60K,Silver,56,2,2,2,7264,851,6413,69,0.117,none,2018
714571008,Existing Customer,63,F,2,College,Married,Less than $40K,Blue,36,3,2,3,1438.3,0,1438.3,78,0,none,2018
714731208,Attrited Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,67,6,3,2,1651,1485,218,96,0.9,Q2,2019
714731208,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,55,6,2,2,1651,1433,218,58,0.868,none,2018
714819183,Existing Customer,63,M,1,Post-Graduate,Married,$80K - $120K,Gold,36,5,2,3,24571,1955,22616,28,0.08,none,2018
714819183,Existing Customer,63,M,1,Post-Graduate,Married,$80K - $120K,Gold,48,5,5,3,24571,1376,22616,114,0.06,none,2019
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Silver,36,2,2,2,5007,930,4077,28,0.186,none,2018
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Silver,48,2,2,2,5007,1472,4077,57,0.29,none,2019
716102583,Existing Customer,63,F,1,Graduate,Married,$40K - $60K,Blue,53,6,1,3,2675,2517,158,56,0.941,none,2018
716102583,Existing Customer,63,F,1,Graduate,Married,$40K - $60K,Blue,65,6,0,3,2675,589,158,23,0.22,none,2019
716580933,Existing Customer,63,M,0,Uneducated,Single,Less than $40K,Blue,48,3,1,3,1970,831,746,51,0.42,none,2019
716580933,Existing Customer,63,M,0,Uneducated,Single,Less than $40K,Blue,36,3,3,3,1970,1224,746,65,0.621,none,2018
717551358,Attrited Customer,63,M,0,Graduate,Married,$40K - $60K,Blue,67,4,0,4,3556,1118,1039,26,0.31,Q4,2019
717551358,Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Blue,55,4,1,4,3556,2517,1039,56,0.708,none,2018
717622308,Existing Customer,63,F,0,High School,Single,$40K - $60K,Blue,36,4,3,3,2074,1688,386,75,0.814,none,2018
717622308,Existing Customer,63,F,0,High School,Single,$40K - $60K,Blue,48,4,3,3,2074,433,386,70,0.21,none,2019
717648783,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Silver,51,4,2,3,6922,1704,5218,28,0.246,none,2018
717648783,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Silver,63,4,1,3,6922,863,5218,39,0.12,none,2019
717886008,Existing Customer,63,M,1,High School,Single,$40K - $60K,Silver,63,5,3,2,6102,999,6102,88,0.16,none,2019
717886008,Existing Customer,63,M,1,High School,Single,$40K - $60K,Silver,51,5,3,2,6102,0,6102,67,0,none,2018
719051733,Existing Customer,63,M,0,College,Single,$40K - $60K,Blue,63,4,5,1,2706,1117,1817,87,0.41,none,2019
719051733,Existing Customer,63,M,0,College,Single,$40K - $60K,Blue,51,4,2,1,2706,889,1817,64,0.329,none,2018
719294433,Existing Customer,63,F,1,College,Single,$60K - $80K,Gold,55,4,3,1,16312,520,15792,68,0.032,none,2018
719294433,Attrited Customer,63,F,1,College,Single,$60K - $80K,Gold,67,4,0,1,16312,422,15792,34,0.03,Q1,2019
719337408,Existing Customer,63,M,0,High School,Married,$40K - $60K,Blue,36,6,2,3,2567,0,2567,43,0,none,2018
719337408,Existing Customer,63,M,0,High School,Married,$40K - $60K,Blue,48,6,5,3,2567,418,2567,28,0.16,none,2019
719431608,Existing Customer,63,F,0,College,Married,Less than $40K,Blue,65,6,2,4,3118,418,1590,39,0.13,none,2019
719431608,Existing Customer,63,F,0,College,Married,Less than $40K,Blue,53,6,1,4,3118,1528,1590,24,0.49,none,2018
719504433,Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Gold,66,4,4,3,18064,422,16369,64,0.02,Q4,2019
719504433,Existing Customer,63,M,0,Graduate,Single,$60K - $80K,Gold,54,4,3,3,18064,1695,16369,71,0.094,none,2018
719749083,Existing Customer,63,M,0,Graduate,Single,$40K - $60K,Silver,66,5,6,0,7098,1391,4874,100,0.2,none,2019
719749083,Existing Customer,63,M,0,Graduate,Single,$40K - $60K,Silver,54,5,2,0,7098,2224,4874,59,0.313,none,2018
719961183,Existing Customer,63,F,0,High School,Married,Less than $40K,Blue,65,5,3,2,2271,1038,993,76,0.46,none,2019
719961183,Existing Customer,63,F,0,High School,Married,Less than $40K,Blue,53,5,3,2,2271,1278,993,33,0.563,none,2018
720247158,Existing Customer,63,M,0,Graduate,Single,$40K - $60K,Silver,36,6,3,2,7108,600,6508,68,0.084,none,2018
720247158,Existing Customer,63,M,0,Graduate,Single,$40K - $60K,Silver,48,6,5,2,7108,646,6508,28,0.09,none,2019
721011858,Existing Customer,63,M,1,Graduate,Married,Less than $40K,Blue,64,6,1,3,1500,400,1438.3,52,0.27,none,2019
721011858,Existing Customer,63,M,1,Graduate,Married,Less than $40K,Blue,52,6,3,3,1438.3,0,1438.3,78,0,none,2018
764496708,Existing Customer,63,F,2,College,Married,Less than $40K,Blue,47,2,3,3,1997,0,1997,82,0,none,2018
764496708,Existing Customer,63,F,2,College,Married,Less than $40K,Blue,59,2,5,3,2000,588,1997,109,0.29,none,2019
766006758,Existing Customer,63,M,1,High School,Married,$60K - $80K,Silver,56,3,2,4,7216,2321,4895,38,0.322,none,2018
766006758,Existing Customer,63,M,1,High School,Married,$60K - $80K,Silver,68,3,5,4,7216,650,4895,107,0.09,none,2019
771649083,Existing Customer,63,M,0,College,Married,$60K - $80K,Silver,51,3,3,4,10257,1021,9236,30,0.1,none,2018
771649083,Existing Customer,63,M,0,College,Married,$60K - $80K,Silver,63,3,4,4,10257,430,9236,45,0.04,none,2019
778242708,Existing Customer,63,M,1,Graduate,Single,$60K - $80K,Gold,53,5,4,4,25502,1450,24052,81,0.057,none,2018
778242708,Existing Customer,63,M,1,Graduate,Single,$60K - $80K,Gold,65,5,5,4,25502,341,24052,110,0.01,none,2019
778724058,Existing Customer,63,M,0,Graduate,Single,$40K - $60K,Silver,49,5,4,3,5905,726,5179,65,0.123,none,2018
778724058,Existing Customer,63,M,0,Graduate,Single,$40K - $60K,Silver,61,5,2,3,5905,1139,5179,111,0.19,none,2019
779070033,Existing Customer,63,F,0,College,Single,Less than $40K,Blue,56,3,3,2,1938,952,1938,122,0.49,none,2019
779070033,Existing Customer,63,F,0,College,Single,Less than $40K,Blue,44,3,4,2,1938,0,1938,56,0,none,2018
779508333,Existing Customer,63,M,0,Graduate,Married,$60K - $80K,Gold,46,6,2,2,23925,1494,22431,55,0.062,none,2018
779508333,Existing Customer,63,M,0,Graduate,Married,$60K - $80K,Gold,58,6,0,2,23925,1195,22431,115,0.05,none,2019
780237033,Attrited Customer,63,F,1,Graduate,Married,$40K - $60K,Blue,61,3,3,3,3141,651,1322,29,0.21,Q4,2019
780237033,Existing Customer,63,F,1,Graduate,Married,$40K - $60K,Blue,49,3,1,3,3141,1819,1322,35,0.579,none,2018
780557658,Existing Customer,63,F,0,College,Married,$40K - $60K,Silver,54,5,3,2,11827,0,11827,37,0,none,2018
780557658,Attrited Customer,63,F,0,College,Married,$40K - $60K,Silver,66,5,3,2,11827,585,11827,94,0.05,Q1,2019
787481208,Existing Customer,63,F,1,College,Married,$40K - $60K,Blue,34,1,3,1,2762,1793,969,78,0.649,none,2018
788866983,Attrited Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,60,5,6,1,2000,745,1438.3,95,0.37,Q3,2019
788866983,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,48,5,2,1,1438.3,0,1438.3,61,0,none,2018
789337233,Existing Customer,63,M,1,Graduate,Married,Less than $40K,Blue,65,6,4,2,2880,580,518,93,0.2,none,2019
789337233,Existing Customer,63,M,1,Graduate,Married,Less than $40K,Blue,53,6,6,2,2880,2362,518,26,0.82,none,2018
795052083,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,68,3,6,4,2000,563,1438.3,82,0.28,none,2019
795052083,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,56,3,6,4,1438.3,0,1438.3,71,0,none,2018
804424383,Existing Customer,63,M,1,Graduate,Married,$60K - $80K,Silver,56,3,3,2,10215,1010,9205,40,0.099,none,2018
804424383,Existing Customer,63,M,1,Graduate,Married,$60K - $80K,Silver,68,3,4,2,10215,1040,9205,91,0.1,none,2019
806179683,Existing Customer,63,F,1,College,Single,Less than $40K,Blue,68,5,4,2,3071,543,1027,40,0.18,none,2019
806179683,Existing Customer,63,F,1,College,Single,Less than $40K,Blue,56,5,3,2,3071,2044,1027,68,0.666,none,2018
809164083,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,68,2,1,2,2619,979,840,85,0.37,none,2019
809164083,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619,1779,840,37,0.679,none,2018
813200058,Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Silver,56,4,2,5,6500,1786,4714,27,0.275,none,2018
813200058,Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Silver,68,4,2,5,6500,859,4714,27,0.13,none,2019
819189108,Existing Customer,63,M,0,College,Single,$60K - $80K,Silver,56,6,2,2,9033,0,9033,85,0,none,2018
819189108,Attrited Customer,63,M,0,College,Single,$60K - $80K,Silver,68,6,6,2,9033,656,9033,54,0.07,Q3,2019
714377058,Attrited Customer,63,F,1,Uneducated,Single,Less than $40K,Blue,36,3,3,4,1896,0,1896,50,0,Q2,2018
716056158,Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Silver,51,3,3,3,11619,0,11619,49,0,Q2,2018
717103758,Attrited Customer,63,M,0,College,Married,$60K - $80K,Gold,55,5,0,2,18550,0,18550,42,0,Q4,2018
